Time,Stock,Strategy,Signal,Price,Stop Loss,Target,R:R,RSI
2026-07-01 11:16:41 IST,ADANIENT,SWING,SELL,Rs.3083.800048828125,Rs.3147.5,Rs.2990.4,1:1.47,-
2026-07-01 11:16:50 IST,GRINDWELL,SWING,BUY,Rs.2126.89990234375,Rs.2078.01,Rs.2196.4,1:1.42,-
2026-07-01 11:16:58 IST,GODREJCP,SWING,SELL,Rs.1039.800048828125,Rs.1053.19,Rs.1012.02,1:2.07,-
2026-07-01 11:17:04 IST,PVRINOX,SWING,SELL,Rs.993.0999755859375,Rs.1007.13,Rs.966.21,1:1.92,-
2026-07-01 11:17:11 IST,AMBUJACEM,SCALP,BUY,Rs.422.04998779296875,Rs.419.22,Rs.424.16,1:0.75,62.2
2026-07-01 11:21:05 IST,HDFCLIFE,SCALP,BUY,Rs.572.4500122070312,Rs.569.84,Rs.575.31,1:1.1,51.3
2026-07-01 11:21:19 IST,SUNPHARMA,SWING,BUY,Rs.1874.699951171875,Rs.1851.31,Rs.1922.35,1:2.04,-
2026-07-01 11:21:23 IST,BIOCON,SCALP,SELL,Rs.422.0,Rs.423.27,Rs.419.89,1:1.66,56.1
2026-07-01 11:21:32 IST,BHARATFORG,SWING,BUY,Rs.2109.300048828125,Rs.2072.18,Rs.2165.89,1:1.52,-
2026-07-01 11:21:32 IST,BALKRISIND,SWING,BUY,Rs.2172.39990234375,Rs.2146.64,Rs.2230.42,1:2.25,-
2026-07-01 11:21:49 IST,HAVELLS,SWING,SELL,Rs.1193.5,Rs.1214.11,Rs.1163.08,1:1.48,-
2026-07-01 11:22:07 IST,ASIANPAINT,SWING,SELL,Rs.2699.699951171875,Rs.2731.35,Rs.2618.77,1:2.56,-
2026-07-01 11:22:09 IST,TRENT,SWING,SELL,Rs.3286.300048828125,Rs.3325.17,Rs.3201.74,1:2.18,-
